Criterio,Arboles,Profundidad,Atributos

entropy,46,10,auto,0.9595961008597681, 0.24287071636516216, 0.24496923819127303, 0.2460340867365292, 0.2456767929706994

entropy,46,10,auto,0.2478569914633686, 0.958186129810565, 0.2463840867994091, 0.24709070140241646, 0.24836950270990116

entropy,46,10,auto,0.24284368111729854, 0.24845495671796222, 0.9487431856021407, 0.9519573977067897, 0.9603214563216785

entropy,46,10,auto,0.24124716836986673, 0.2471475798005393, 0.9531784535640635, 0.956288978975986, 0.9553264810246549

entropy,46,10,auto,0.2430590814427506, 0.24784089736449363, 0.9523218414094109, 0.9537712717624527, 0.9586530831587008


gini,125,10,log2,0.959515739393079, 0.239938322612666, 0.2441937673107431, 0.24435059408420115, 0.24469878843738463

gini,125,10,log2,0.2473692397321263, 0.9595964412079889, 0.24898492634008584, 0.24737555698882452, 0.24752233321943656

gini,125,10,log2,0.24249830806977873, 0.24897304896701972, 0.9622417036600008, 0.9600817117578613, 0.9582271266729998

gini,125,10,log2,0.24292427126267635, 0.24867533154444466, 0.955386754829895, 0.9610047299850146, 0.9583122755794762

gini,125,10,log2,0.24153631468565018, 0.24820733634502795, 0.9597168632534281, 0.9574147021870116, 0.9543329600256474


entropy,167,11,auto,0.964948031793843, 0.2415984458747031, 0.24568445114057783, 0.24585802545087657, 0.2468937304276842

entropy,167,11,auto,0.2480525421602921, 0.9623291768527602, 0.24767124394910367, 0.2466968835538394, 0.24663131929671173

entropy,167,11,auto,0.24282658139267357, 0.24810027040185112, 0.9620539700340003, 0.9632425751353774, 0.962153573901748

entropy,167,11,auto,0.24335554247716262, 0.24769113006795299, 0.9632167775547007, 0.9603360990528077, 0.9618378338813462

entropy,167,11,auto,0.2425893244513707, 0.2479134250461436, 0.9660810838661904, 0.9650161038237348, 0.9658838722766239


gini,63,11,log2,0.9543922869361448, 0.24282963902159677, 0.2462568942334363, 0.24695104525901113, 0.24542960656893054

gini,63,11,log2,0.24724322213855102, 0.9602847461000696, 0.2481791676382918, 0.2475461537801389, 0.24907851730640862

gini,63,11,log2,0.2416911682571949, 0.2466665748634372, 0.9599100208282658, 0.9560401403221734, 0.9597528079088259

gini,63,11,log2,0.24379608816852977, 0.2491326827128879, 0.95781364370696, 0.9619927571094405, 0.9574428875015096

gini,63,11,log2,0.24379026667141895, 0.2480416777973782, 0.9593325514203241, 0.956007898763138, 0.9588302945186038


entropy,76,13,auto,0.9679092441044774, 0.24210149583439708, 0.24494861352567757, 0.2440852699696187, 0.2452742496769068

entropy,76,13,auto,0.24817696572331543, 0.9644643163319593, 0.2485989139554236, 0.24912717695660175, 0.24642262548909538

entropy,76,13,auto,0.24231319026304865, 0.24731396875026243, 0.9635093935097138, 0.9651053452913766, 0.9647550130045632

entropy,76,13,auto,0.24244471921682426, 0.24749445948171112, 0.9634352093889933, 0.9658020002851195, 0.9661558558977303

entropy,76,13,auto,0.24276559181032265, 0.24877924945155472, 0.9644148162783032, 0.9615155255529722, 0.9656257100726168


gini,29,14,log2,0.9635165107838697, 0.2440955805565739, 0.244584348960931, 0.244368680726417, 0.24712405744724145

gini,29,14,log2,0.24493388133127397, 0.9549231332294965, 0.24720839076747603, 0.24886363979813583, 0.24757146546087838

